subheading,subheading_text,chapter,heading_text,chapter_text,heading,domain,prior_class,prior_label,nli_prob_1,nli_prob_2,nli_prob_3,nli_prob_4,nli_prob_5,nli_class,nli_label,nli_uncertainty,prior_nli_agree
810199,Tungsten (wolfram): articles n.e.c. in heading no. 8101,81,"Tungsten (wolfram); articles thereof, including waste and scrap","Metals; n.e.c., cermets and articles thereof",8101,D4,2.0,Primary Processed,0.07089732553261853,0.1437097629925683,0.027962880861368083,0.6698735216212687,0.08755650899217644,4,Manufactured Component,0.6512,False
831190,"Wires, rods, tubes, plates, electrodes of base metal or metal carbides: of a kind used for soldering, brazing, welding: wires and rods for metal spraying: n.e.c. in item no. 8311",83,"Wires, rods, tubes, plates, electrodes of base metal or metal carbides; of a kind used for soldering, brazing, welding; wires and rods for metal spraying",Metal; miscellaneous products of base metal,8311,D4,4.0,Manufactured Component,0.015529256120316743,0.0250047252282882,0.03512939977608564,0.887819987981412,0.03651663089389743,4,Manufactured Component,0.3113,True
830250,"Hat-racks, hat-pegs, brackets and similar fixtures, of base metal",83,"Base metal mountings, fittings and similar articles for furniture, doors, staircases, windows, trunks, chests etc, castors with mountings of base metal, automatic door closers of base metal",Metal; miscellaneous products of base metal,8302,D4,4.0,Manufactured Component,0.06507694242837417,0.06758123168123345,0.052987790043896775,0.7402059739167456,0.07414806192975,4,Manufactured Component,0.5786,True
830810,"Hooks, eyes and eyelets: of base metal, of a kind used for clothing, footwear, awnings, handbags, travel goods or other made up articles",83,"Clasps, frames with clasps, buckles, buckle-clasps, hooks, eyes, eyelets etc for clothing & accessories, footwear, jewellery, wrist-watches, books, awnings, leather goods, travel goods, saddlery etc, tubular etc rivets, beads, spangles, of base metal",Metal; miscellaneous products of base metal,8308,D4,4.0,Manufactured Component,0.02528918716071325,0.059914018847208435,0.04730868330726645,0.8238500341328792,0.0436380765519327,4,Manufactured Component,0.4364,True
830990,"Stoppers: caps and lids, of base metal",83,"Stoppers, caps, lids (including crown corks, screw caps, pouring stoppers); capsules for bottles, threaded bungs, bung covers, seals and other packaging accessories, of base metal",Metal; miscellaneous products of base metal,8309,D4,4.0,Manufactured Component,0.07942895739206965,0.04737171246431232,0.051474337493522794,0.7612595699962148,0.06046542265388039,4,Manufactured Component,0.5441,True
830400,"Office equipment: filing cabinets, card-index cabinets, paper trays, paper rests, pen trays, office-stamp stands and similar office or desk equipment, of base metal, other than office furniture of heading no. 9403",83,"Office equipment; filing cabinets, card-index cabinets, paper trays and rests, pen trays, office-stamp stands and the like, of base metal, other than office furniture of heading no. 9403",Metal; miscellaneous products of base metal,8304,D4,4.0,Manufactured Component,0.04873756210347499,0.1682420633381144,0.16549685227505448,0.49317004174359047,0.12435348053976564,4,Manufactured Component,0.8405,True
831000,"Sign plates, name-plates, address-plates and similar plates, numbers, letters and other symbols: of base metal, excluding those of heading no. 9405",83,"Sign plates, name plates, address plates and similar plates, numbers, letters and other symbols, of base metal, excluding those of heading no. 9405",Metal; miscellaneous products of base metal,8310,D4,4.0,Manufactured Component,0.025768364376299098,0.08087253736257163,0.09928784722865805,0.7139211443311211,0.08015010670135016,4,Manufactured Component,0.6026,True
761290,"Aluminium: casks, drums, cans, boxes and the like for any material (not compressed or liquefied gas), 300l capacity or less, whether or not lined or heat-insulated, no mechanical or thermal equipment",76,"Aluminium casks, drums, cans, boxes etc (including rigid, collapsible tubular containers), for materials other than compressed, liquefied gas, 300l capacity or less, lined, heat-insulated or not",Aluminium and articles thereof,7612,D4,3.0,Fabricated Material,0.01818787624934162,0.20385253420145966,0.0885035310902404,0.6420922745794034,0.04736378387955496,4,Manufactured Component,0.6466,False
760612,"Aluminium: plates, sheets and strip, thickness exceeding 0.2mm, alloys, rectangular (including square)",76,"Aluminium; plates, sheets and strip, thickness exceeding 0.2mm",Aluminium and articles thereof,7606,D4,3.0,Fabricated Material,0.06005370244383812,0.12720265984535217,0.02780180796980858,0.7342561483383179,0.05068568140268326,4,Manufactured Component,0.5646,False
761100,"Aluminium: reservoirs, tanks, vats and similar containers, for material (not compressed or liquefied gas), of a capacity over 300l, whether or not lined, not fitted with mechanical/thermal equipment",76,"Aluminium; reservoirs, tanks, vats and the like for material (not compressed or liquefied gas) of capacity over 300l, whether or not lined, heat-insulated, not fitted with mechanical, thermal equipment",Aluminium and articles thereof,7611,D4,3.0,Fabricated Material,0.009838151943821314,0.07639588591487066,0.06818816302804924,0.8100324265634696,0.035545372549789206,4,Manufactured Component,0.4438,False
760900,"Aluminium: tube or pipe fittings (e.g. couplings, elbows, sleeves)",76,"Aluminium; tube or pipe fittings (e.g. couplings, elbows, sleeves)",Aluminium and articles thereof,7609,D4,3.0,Fabricated Material,0.023155282061477503,0.12621066853128862,0.05145945150787804,0.723185086990125,0.07598951090923085,4,Manufactured Component,0.5787,False
760692,"Aluminium: plates, sheets and strip, thickness exceeding 0.2mm, alloys, (not rectangular or square)",76,"Aluminium; plates, sheets and strip, thickness exceeding 0.2mm",Aluminium and articles thereof,7606,D4,3.0,Fabricated Material,0.027404945649484466,0.13097081334402821,0.012071948743994466,0.8083725708436902,0.02117972141880262,4,Manufactured Component,0.4174,False
761490,"Aluminium: stranded wire, cables, plaited bands and the like, (not electrically insulated), other than steel core",76,"Aluminium; stranded wire, cables, plaited bands and the like, (not electrically insulated)",Aluminium and articles thereof,7614,D4,3.0,Fabricated Material,0.02829383564971719,0.12645999545495976,0.029557280838829542,0.7855119964726718,0.030176891583821724,4,Manufactured Component,0.4733,False
750110,Nickel: nickel mattes,75,Nickel mattes; nickel oxide sinters and other intermediate products of nickel metallurgy,Nickel and articles thereof,7501,D4,2.0,Primary Processed,0.14515242821786872,0.3357114641795398,0.07009942516240067,0.35274408670913787,0.09629259573105295,4,Manufactured Component,0.8859,False
750120,Nickel: oxide sinters and other intermediate products of nickel metallurgy,75,Nickel mattes; nickel oxide sinters and other intermediate products of nickel metallurgy,Nickel and articles thereof,7501,D4,2.0,Primary Processed,0.20906420919107768,0.12347504873648141,0.1592638147096689,0.40161107773747806,0.10658584962529392,4,Manufactured Component,0.9215,False
750400,Nickel: powders and flakes,75,Nickel; powders and flakes,Nickel and articles thereof,7504,D4,2.0,Primary Processed,0.12328553107913187,0.31745406748761185,0.06756927022658832,0.41826036260828103,0.07343076859838688,4,Manufactured Component,0.8455,False
790500,"Zinc: plates, sheets, strip and foil",79,"Zinc; plates, sheets, strip and foil",Zinc and articles thereof,7905,D4,2.0,Primary Processed,0.15721304948945417,0.2274047915250777,0.06383218711364548,0.46892658574769774,0.08262338612412491,4,Manufactured Component,0.8478,False
790112,"Zinc: unwrought, (not alloyed), containing by weight less than 99.99% of zinc",79,Zinc; unwrought,Zinc and articles thereof,7901,D4,2.0,Primary Processed,0.4184936000499569,0.012934330902801681,0.026447182585816523,0.4993907171715774,0.0427341692898475,4,Manufactured Component,0.6203,False
780191,"Lead: unwrought, unrefined, containing by weight antimony as the principal other element",78,Lead; unwrought,Lead and articles thereof,7801,D4,2.0,Primary Processed,0.2919157981666293,0.035716443522123845,0.026610010689664412,0.6173285715456786,0.028429176075903815,4,Manufactured Component,0.6051,False
780419,"Lead: plates, sheets, strip and foil, of a thickness (excluding any backing) exceeding 0.2mm",78,"Lead; plates, sheets, strip and foil, lead powders and flakes",Lead and articles thereof,7804,D4,2.0,Primary Processed,0.05339844996851776,0.14614858005472608,0.04675035265740664,0.6591717723602759,0.0945308449590736,4,Manufactured Component,0.6701,False
800120,"Tin: unwrought, alloys",80,Tin; unwrought,Tin; articles thereof,8001,D4,2.0,Primary Processed,0.35080845601444327,0.18378669776638476,0.057718536387771,0.2604152070901069,0.1472711027412941,1,Raw/Unprocessed,0.917,False
800700,Tin: articles n.e.c. in chapter 80,80,Tin; articles n.e.c. in chapter 80,Tin; articles thereof,8007,D4,2.0,Primary Processed,0.06316500204179437,0.20322868379375847,0.04645655338806326,0.6182931707672266,0.06885659000915728,4,Manufactured Component,0.6974,False
845121,Drying machines: of a dry linen capacity not exceeding 10kg,84,"Machinery (not of heading no. 8450) for washing, cleaning, wringing, drying, ironing, pressing, bleaching, dyeing, dressing, finishing, coating or impregnating textile yarn, fabrics or made up articles","Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",8451,D5,4.0,Manufactured Component,0.02276246998973651,0.7355539812437333,0.03705897561657983,0.02525038463110176,0.17937418851884862,2,Primary Processed,0.519,False
848320,"Bearing housings, incorporating ball or roller bearings",84,Transmission shafts (including cam and crank) and cranks; bearing housings and plain shaft bearings; gears and gearing; ball or roller screws; gear boxes and other speed changers; flywheels and pulleys; clutches and shaft couplings,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",8483,D5,4.0,Manufactured Component,0.07262721102085143,0.31715808145741586,0.03781294548768781,0.16636066572563596,0.40604109630840896,5,Assembled/Finished,0.8344,False
847432,Machines: for mixing mineral substances with bitumen,84,"Machinery for sorting, screening, separating, washing, crushing, grinding, mixing or kneading earth, stone, ores in solid form, shaping, moulding machinery for solid mineral fuels","Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",8474,D5,4.0,Manufactured Component,0.018717239670583995,0.8617367939214784,0.013748537108835899,0.01669447232529184,0.08910295697380989,2,Primary Processed,0.3389,False
842612,Cranes: mobile lifting frames on tyres and straddle carriers,84,"Derricks, cranes, including cable cranes, mobile lifting frames, straddle carriers and works trucks fitted with a crane","Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",8426,D5,4.0,Manufactured Component,0.060189891020426434,0.15581066228951987,0.09015392982272438,0.13592157476731406,0.5579239421000153,5,Assembled/Finished,0.7907,False
848340,"Gears and gearing: (not toothed wheels, chain sprockets and other transmission elements presented separately): ball or roller screws: gear boxes and other speed changers, including torque converters",84,Transmission shafts (including cam and crank) and cranks; bearing housings and plain shaft bearings; gears and gearing; ball or roller screws; gear boxes and other speed changers; flywheels and pulleys; clutches and shaft couplings,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",8483,D5,4.0,Manufactured Component,0.03260899262259172,0.013577967578665147,0.15390999271176772,0.12532826977979533,0.6745747773071801,5,Assembled/Finished,0.6113,False
842320,Weighing machines: scales for continuous weighing of goods on conveyors,84,"Weighing machines; excluding balances of a sensitivity of 5cg or better, including weight operated counting or checking machines and weights of all kinds","Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",8423,D5,4.0,Manufactured Component,0.04091710664949517,0.11135017042233271,0.03277934098397635,0.05819707302770965,0.7567563089164862,5,Assembled/Finished,0.5366,False
843242,"Spreaders and distributors: for manure and fertilizers, for agricultural, horticultural or forestry use: fertiliser distributors",84,"Agricultural, horticultural or forestry machinery for soil preparation or cultivation; lawn or sports-ground rollers","Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",8432,D5,4.0,Manufactured Component,0.11678972992585619,0.5648449136948481,0.06718814460619728,0.027754517633992476,0.22342269413910593,2,Primary Processed,0.7389,False
848630,Machines and apparatus of a kind used solely or principally for the manufacture of flat panel displays,84,"Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays; machines & apparatus specified in note 11 (C) to this Chapter","Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",8486,D5,4.0,Manufactured Component,0.05572466054040248,0.14447428484490948,0.19046114172388837,0.1220494548634182,0.48729045802738147,5,Assembled/Finished,0.847,False
845521,Metal-rolling mills: hot or combination hot and cold rolling mills,84,Metal-rolling mills and rolls therefor,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",8455,D5,4.0,Manufactured Component,0.03128886537088332,0.5326204796764911,0.0735550583609369,0.04348609515491696,0.3190495014367718,2,Primary Processed,0.7063,False
844110,"Machines: cutting, of all kinds, for making up paper pulp, paper or paperboard",84,"Machines; for making up paper pulp, paper or paperboard, including cutting machines of all kinds","Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",8441,D5,4.0,Manufactured Component,0.061062656342983246,0.44556373357772827,0.07024604827165604,0.07401329278945923,0.3491142690181732,2,Primary Processed,0.7938,False
848410,Gaskets and similar joints: of metal sheeting combined with other material or two or more layers of metal,84,"Gaskets and similar joints of metal sheeting combined with other material or of two or more layers of metal; sets or assortments of gaskets and similar joints, dissimilar in composition, put up in pouches, envelopes or similar packings; mechanical seals","Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",8484,D5,4.0,Manufactured Component,0.09316623729223518,0.47907991180480447,0.1476026321467992,0.21171113130483152,0.06844008745132965,2,Primary Processed,0.8502,False
845969,"Machine-tools: for milling by removing metal, not knee-type, other than numerically controlled",84,"Machine-tools; (including way-type unit head machines) for drilling, boring, milling, threading or tapping by removing metal, other than lathes of heading no. 8458","Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",8459,D5,4.0,Manufactured Component,0.053122665896236945,0.4699048978899115,0.19436410256268885,0.08615401554565028,0.1964543181055124,2,Primary Processed,0.8451,False
844831,"Machines, card clothing: parts and accessories",84,"Machinery, auxiliary; for use with machines of heading no. 8444 to 8447 (e.g. dobbies, jacquards, automatic stop motions, shuttle changing mechanisms) parts, accessories for machines of heading no. 8444, 8447","Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",8448,D5,4.0,Manufactured Component,0.25437956290305963,0.31140582825524127,0.11885057035533875,0.09198562526745721,0.22337841321890314,2,Primary Processed,0.9438,False
841710,"Furnaces and ovens: non-electric, for the roasting, melting or other heat-treatment of ores, pyrites or of metals, for industrial or laboratory use",84,"Furnaces and ovens; industrial or laboratory, including incinerators, non-electric","Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",8417,D5,4.0,Manufactured Component,0.021758521664691843,0.20127456527513937,0.31318072476251485,0.03951032957374231,0.42427585872391166,5,Assembled/Finished,0.7835,False
840390,Boilers: parts of central heating boilers (excluding those of heading no. 8402),84,Central heating boilers; excluding those of heading no. 8402,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",8403,D5,4.0,Manufactured Component,0.20083689384130593,0.2640685501037344,0.2655708850409789,0.1815219508240863,0.08800172018989443,3,Fabricated Material,0.9629,False
845510,Metal-rolling mills: tube mills,84,Metal-rolling mills and rolls therefor,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",8455,D5,4.0,Manufactured Component,0.06871686952617247,0.5263010918308172,0.12912131990255402,0.053141851572042535,0.22271886716841385,2,Primary Processed,0.7932,False
841583,"Air conditioning machines: containing a motor driven fan, other than window or wall types, not incorporating a refrigerating unit",84,"Air conditioning machines; comprising a motor driven fan and elements for changing the temperature and humidity, including those machines in which the humidity cannot be separately regulated","Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",8415,D5,4.0,Manufactured Component,0.03739749015186165,0.007501170929675091,0.8252453842849561,0.013535255583649474,0.11632069904985774,3,Fabricated Material,0.3893,False
840890,"Engines: compression-ignition internal combustion piston engines (diesel or semi-diesel engines), of a kind used for other than marine propulsion or the vehicles of chapter 87",84,Compression-ignition internal combustion piston engines (diesel or semi-diesel engines),"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",8408,D5,4.0,Manufactured Component,0.03912430483384785,0.32952450478358175,0.05098272297595728,0.41356857070443886,0.1667998967021742,4,Manufactured Component,0.8129,True
843039,Coal or rock cutters and tunnelling machinery: not self-propelled,84,"Moving, grading, levelling, scraping, excavating, tamping, compacting, extracting or boring machinery, for earth, minerals, or ores; pile drivers and extractors; snow ploughs and snow blowers","Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",8430,D5,4.0,Manufactured Component,0.1297436334794523,0.13967945937604617,0.5597551967244655,0.1545115832414399,0.016310127178596062,3,Fabricated Material,0.7583,False
843142,Machinery parts: bulldozer or angledozer blades,84,Machinery parts; used solely or principally with the machinery of heading no. 8425 to 8430,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",8431,D5,4.0,Manufactured Component,0.2388845937945512,0.3396367284493176,0.07014955893827493,0.23814823798007836,0.11318088083777789,2,Primary Processed,0.9217,False
843590,"Presses, crushers and similar machinery: parts, used in the manufacture of wine, cider, fruit juices or similar beverages",84,"Presses, crushers and similar machinery; used in the manufacture of wine, cider, fruit juices or similar beverages","Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",8435,D5,4.0,Manufactured Component,0.10292377380425356,0.6040257845298896,0.19989608339907275,0.06303891574799408,0.03011544251878993,2,Primary Processed,0.7084,False
843320,Mowers: n.e.c. in item no. 8433.1 (including cutter bars for tractor mounting),84,"Harvesting and threshing machinery, straw and fodder balers, grass or hay mowers; machines for cleaning, sorting or grading eggs, fruit or other agricultural produce, other than machinery of heading no 8437","Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",8433,D5,4.0,Manufactured Component,0.17299383290824913,0.08536633549306057,0.049620969946286,0.034494837682424964,0.6575240239699793,5,Assembled/Finished,0.6552,False
844630,"Weaving machines (looms): for weaving fabrics of a width exceeding 30cm, shuttleless type",84,Weaving machines (looms),"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",8446,D5,4.0,Manufactured Component,0.03470535935943812,0.034431986382484486,0.09486592525666235,0.0483378021108441,0.7876589268905709,5,Assembled/Finished,0.4912,False
843319,"Mowers: for lawns, parks or sports-grounds, other than with the cutting device rotating in a horizontal plane",84,"Harvesting and threshing machinery, straw and fodder balers, grass or hay mowers; machines for cleaning, sorting or grading eggs, fruit or other agricultural produce, other than machinery of heading no 8437","Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",8433,D5,4.0,Manufactured Component,0.41462777918403354,0.10609725591975104,0.25029490516908043,0.0780305003239438,0.15094955940319119,1,Raw/Unprocessed,0.8911,False
842211,Dish washing machines: of the household type,84,"Dish washing machines; machinery for cleaning, drying, filling, closing, sealing, capsuling or labelling bottles, cans, boxes, bags, etc, machinery for aerating beverages","Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",8422,D5,4.0,Manufactured Component,0.20665123596821944,0.1583166087050004,0.07018718711613446,0.047393574251378155,0.5174513939592675,5,Assembled/Finished,0.8012,False
844140,"Machines: for moulding articles, in paper pulp, paper or paperboard",84,"Machines; for making up paper pulp, paper or paperboard, including cutting machines of all kinds","Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",8441,D5,4.0,Manufactured Component,0.05557271569171391,0.39747554804152896,0.05539072780666366,0.05227253310889999,0.4392884753511935,5,Assembled/Finished,0.7476,False
841581,"Air conditioning machines: containing a motor driven fan, other than window or wall types, incorporating a refrigerating unit and a valve for reversal of the cooling/heat cycle (reversible heat pumps)",84,"Air conditioning machines; comprising a motor driven fan and elements for changing the temperature and humidity, including those machines in which the humidity cannot be separately regulated","Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",8415,D5,4.0,Manufactured Component,0.007291547165366346,0.009513639099697043,0.021764312365139423,0.02985637693385027,0.9315741244359469,5,Assembled/Finished,0.2077,False
846390,"Machine-tools: for working metal, sintered metal carbides or cermets, without removing material, n.e.c. in heading no. 8463",84,"Machine-tools; n.e.c. for working metal, sintered metal carbides or cermets without removing material","Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",8463,D5,4.0,Manufactured Component,0.05384638684872443,0.32247786392548494,0.0485081950813899,0.0434325133347599,0.5317350408096408,5,Assembled/Finished,0.709,False
845899,"Lathes: for removing metal, other than horizontal or numerically controlled lathes",84,Lathes for removing metal,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",8458,D5,4.0,Manufactured Component,0.24223379790782928,0.1856028139591217,0.06295269727706909,0.16417767107486725,0.34503301978111267,5,Assembled/Finished,0.9282,False
845490,"Machines: parts of converters, ladles, ingot moulds and casting machines, of a kind used in metallurgy or in metal foundries",84,"Converters, ladles, ingot moulds and casting machines; of a kind used metallurgy or in metal foundries","Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",8454,D5,4.0,Manufactured Component,0.015225798903454156,0.9282572942828409,0.027112340902220033,0.022599246952724812,0.006805318958760111,2,Primary Processed,0.2176,False
843999,Machinery: parts of machinery for making or finishing paper or paperboard,84,"Machinery; for making pulp of fibrous cellulosic material, or for making or finishing paper or paperboard","Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",8439,D5,4.0,Manufactured Component,0.11579052303972978,0.5140941449459877,0.11977475105373568,0.18133489378302656,0.06900568717752023,2,Primary Processed,0.8326,False
845620,"Machine-tools: for working any material by removal of material, operated by ultrasonic processes",84,"Machine-tools; for working any material by removal of material, by laser or other light or photon beam, ultrasonic, electro-discharge, electro-chemical, electron beam, ionic-beam, or plasma arc processes; water-jet cutting machines","Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",8456,D5,4.0,Manufactured Component,0.13175751047987938,0.18106408113692565,0.03049171106065549,0.09678600566261625,0.5599006916599232,5,Assembled/Finished,0.7665,False
842441,Mechanical appliances: agricultural or horticultural sprayers: portable sprayers,84,"Mechanical appliances for projecting, dispersing or spraying liquids or powders; fire extinguishers, spray guns, steam, sand blasting machines","Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",8424,D5,4.0,Manufactured Component,0.06440432946819698,0.12264723755966625,0.1884455631706158,0.05109493673717768,0.5734079330643433,5,Assembled/Finished,0.7576,False
840310,Boilers: central heating boilers (excluding those of heading no. 8402),84,Central heating boilers; excluding those of heading no. 8402,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",8403,D5,4.0,Manufactured Component,0.15694108605384827,0.2813754379749298,0.18548767268657684,0.08638326823711395,0.28981253504753113,5,Assembled/Finished,0.9509,False
841480,"Pumps and compressors: for air, vacuum or gas, n.e.c. in heading no. 8414",84,"Air or vacuum pumps, air or other gas compressors and fans; ventilating or recycling hoods incorporating a fan; gas-tight biological safety cabinets whether or not fitted with filters","Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",8414,D5,4.0,Manufactured Component,0.06079165446137352,0.23263823189253305,0.06899922546742038,0.04300530010477603,0.594565588073897,5,Assembled/Finished,0.7073,False
846693,Parts & accessories suited for use solely/principally with machines of headings 8456-8465: n.e.c. in heading no. 8466,84,"Parts & accessories suited for use only/mainly with machines of headings 8456-8465, including work/tool holders, self-opening dieheads, dividing heads & other special attachments for the machines; tool holders for any type of tool for working in the hand","Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",8466,D5,4.0,Manufactured Component,0.07397429589946347,0.14073629572438973,0.12482447084170228,0.2674197832687215,0.39304515426572295,5,Assembled/Finished,0.8997,False
848140,"Valves: safety or relief valves, for pipes, boiler shells, tanks, vats or the like",84,"Taps, cocks, valves and similar appliances for pipes, boiler shells, tanks, vats or the like, including pressure-reducing valves and thermostatically controlled valves","Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",8481,D5,4.0,Manufactured Component,0.07164033609092736,0.5942415087557064,0.0857335192819464,0.0698695565740698,0.17851507929735003,2,Primary Processed,0.747,False
843629,Poultry-keeping machinery: other than incubators and brooders,84,"Agricultural, horticultural, forestry, poultry-keeping, bee-keeping machinery; including germination plant fitted with mechanical or thermal equipment; poultry incubators and brooders","Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",8436,D5,4.0,Manufactured Component,0.39361598501181627,0.19487592287546512,0.12097499339319776,0.0714273069586261,0.21910579176089479,1,Raw/Unprocessed,0.9086,False
841490,"Pumps and compressors: parts, of air or vacuum pumps, air or other gas compressors and fans, ventilating or recycling hoods incorporating a fan",84,"Air or vacuum pumps, air or other gas compressors and fans; ventilating or recycling hoods incorporating a fan; gas-tight biological safety cabinets whether or not fitted with filters","Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",8414,D5,4.0,Manufactured Component,0.12372241077033869,0.4028010636359374,0.12053170710405925,0.2386769187548986,0.11426789973476603,2,Primary Processed,0.9131,False
842940,Tamping machines and road rollers: self-propelled,84,"Bulldozers, graders, levellers, scrapers, angledozers, mechanical shovels, excavators, shovel loaders, tamping machines and road rollers, self-propelled","Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",8429,D5,4.0,Manufactured Component,0.03953951405728726,0.10706134367064585,0.04574573190996604,0.0406783426969556,0.7669750676651452,5,Assembled/Finished,0.523,False
846719,"Tools: for working in the hand, pneumatic, other than rotary type",84,"Tools; for working in the hand, pneumatic, hydraulic or with self-contained electric or non-electric motor","Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",8467,D5,4.0,Manufactured Component,0.06724463854135385,0.15152999284692062,0.19032150293062275,0.07613141600178737,0.5147724496793155,5,Assembled/Finished,0.8208,False
841440,Compressors: air compressors mounted on a wheeled chassis for towing,84,"Air or vacuum pumps, air or other gas compressors and fans; ventilating or recycling hoods incorporating a fan; gas-tight biological safety cabinets whether or not fitted with filters","Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",8414,D5,4.0,Manufactured Component,0.1235423936120274,0.4664513891022135,0.08376484052222816,0.09416140265161534,0.2320799741119156,2,Primary Processed,0.8595,False
842620,Cranes: tower cranes,84,"Derricks, cranes, including cable cranes, mobile lifting frames, straddle carriers and works trucks fitted with a crane","Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",8426,D5,4.0,Manufactured Component,0.10574224276118747,0.17845019166319992,0.11958905698093603,0.10146054323135187,0.4947579653633247,5,Assembled/Finished,0.8571,False
841320,"Pumps: hand, fitted or designed to be fitted with a measuring device, for liquids, other than those of item no. 8413.11 or 8413.19",84,"Pumps; for liquids, whether or not fitted with measuring device, liquid elevators","Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",8413,D5,4.0,Manufactured Component,0.11380096948895489,0.18632956543302406,0.3184075176122605,0.2973683587226405,0.08409358874312,3,Fabricated Material,0.9281,False
853329,"Electrical resistors: fixed, for a power handling capacity exceeding 20W (including rheostats and potentiometers but excluding heating resistors and carbon resistors)",85,"Electrical resistors (including rheostats and potentiometers), excluding heating resistors","Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",8533,D5,4.0,Manufactured Component,0.04881300213981428,0.0638391622841046,0.3104634400629789,0.16844611497395168,0.40843828053915054,5,Assembled/Finished,0.84,False
851830,"Headphones and earphones, whether or not combined with a microphone, and sets consisting of a microphone and one or more loudspeakers",85,"Microphones and their stands; loudspeakers, mounted or not in their enclosures; headphones and earphones, combined or not with a microphone, and sets of a microphone and one or more loudspeakers; audio-frequency and electric sound amplifiers and sets","Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",8518,D5,4.0,Manufactured Component,0.1281261516734271,0.16440357778051032,0.14523710934894626,0.11670399506664306,0.4455291661304733,5,Assembled/Finished,0.9017,False
851640,Smoothing irons: electric,85,"Electric water, space, soil heaters; electro-thermic hair-dressing apparatus; hand dryers, irons; electro-thermic appliances for domestic purposes; electro heating resistors, not of heading no. 8545","Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",8516,D5,4.0,Manufactured Component,0.04209388310217417,0.6070094546337941,0.05658303053646828,0.036164193402419414,0.2581494383251441,2,Primary Processed,0.6639,False
850422,"Electrical transformers: liquid dielectric, having a power handling capacity exceeding 650kVA but not exceeding 10,000kVA",85,"Electric transformers, static converters (e.g. rectifiers) and inductors","Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",8504,D5,4.0,Manufactured Component,0.05466272871209473,0.5152029818414642,0.20453120082325932,0.08323532808900642,0.14236776053417532,2,Primary Processed,0.8137,False
850153,"Electric motors: AC motors, multi-phase, of an output exceeding 75kW",85,Electric motors and generators (excluding generating sets),"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",8501,D5,4.0,Manufactured Component,0.09275738011662095,0.08736049253701429,0.12623809089901908,0.16896384702676762,0.524680189420578,5,Assembled/Finished,0.8286,False
